Species,Family,Order,Class,Common name
Epinephelus corallicola,Serranidae,Perciformes,Actinopterygii,coral rockcod
Epinephelus coioides,Serranidae,Perciformes,Actinopterygii,orange-spotted grouper
Cromileptes altivelis,Serranidae,Perciformes,Actinopterygii,
Epinephelus trimaculatus,Serranidae,Perciformes,Actinopterygii,threespot gouper
Epinephelus epistictus,Serranidae,Perciformes,Actinopterygii,dotted grouper
Epinephelus quoyanus,Serranidae,Perciformes,Actinopterygii,long-finned rock-cod
Cephalopholis boenak,Serranidae,Perciformes,Actinopterygii,
Grammistes sexlineatus,Serranidae,Perciformes,Actinopterygii,
Cephalopholis sexmaculata,Serranidae,Perciformes,Actinopterygii,freckled rockcod
Epinephelus tukula,Serranidae,Perciformes,Actinopterygii,potato cod
Epinephelus stictus,Serranidae,Perciformes,Actinopterygii,black-dotted grouper
Epinephelus awoara,Serranidae,Perciformes,Actinopterygii,yellow grouper
Epinephelus sexfasciatus,Serranidae,Perciformes,Actinopterygii,sixbar grouper
Epinephelus areolatus,Serranidae,Perciformes,Actinopterygii,areolate grouper
Epinephelus latifasciatus,Serranidae,Perciformes,Actinopterygii,striped grouper
Epinephelus fasciatomaculosus,Serranidae,Perciformes,Actinopterygii,rock grouper
Epinephelus bleekeri,Serranidae,Perciformes,Actinopterygii,duskytail grouper
Epinephelus merra,Serranidae,Perciformes,Actinopterygii,honeycomb grouper
Cephalopholis sonnerati,Serranidae,Perciformes,Actinopterygii,tomato hind
Cephalopholis argus,Serranidae,Perciformes,Actinopterygii,peacock hind
Triso dermopterus,Serranidae,Perciformes,Actinopterygii,oval grouper
Variola albimarginata,Serranidae,Perciformes,Actinopterygii,lyretail trout
Variola louti,Serranidae,Perciformes,Actinopterygii,coronation trout
Epinephelus fuscoguttatus,Serranidae,Perciformes,Actinopterygii,black rockcod
Plectropomus areolatus,Serranidae,Perciformes,Actinopterygii,squaretail coralgrouper
Epinephelus moara,Serranidae,Perciformes,Actinopterygii,groupers
Plectropomus leopardus,Serranidae,Perciformes,Actinopterygii,bluedotted coraltrout
Hypoplectrus gemma,Serranidae,Perciformes,Actinopterygii,blue hamlet
Epinephelus septemfasciatus,Serranidae,Perciformes,Actinopterygii,convict grouper
Epinephelus bruneus,Serranidae,Perciformes,Actinopterygii,longtooth grouper
Anyperodon leucogrammicus,Serranidae,Perciformes,Actinopterygii,slender grouper
Epinephelus lanceolatus,Serranidae,Perciformes,Actinopterygii,
Epinephelus akaara,Serranidae,Perciformes,Actinopterygii,Hong Kong grouper
Epinephelus coioides,Serranidae,Perciformes,Actinopterygii,orange-spotted grouper
Siganus vulpinus,Siganidae,Perciformes,Actinopterygii,foxface
Siganus canaliculatus,Siganidae,Perciformes,Actinopterygii,pearly spinefoot
Siganus guttatus,Siganidae,Perciformes,Actinopterygii,
Siganus puellus,Siganidae,Perciformes,Actinopterygii,
Siganus unimaculatus,Siganidae,Perciformes,Actinopterygii,
Siganus fuscescens,Siganidae,Perciformes,Actinopterygii,dusky spinefoot
Sillago aeolus,Sillaginidae,Perciformes,Actinopterygii,
Sillago asiatica,Sillaginidae,Perciformes,Actinopterygii,
Sillago indica,Sillaginidae,Perciformes,Actinopterygii,
Sillago sihama,Sillaginidae,Perciformes,Actinopterygii,northern whiting
Rhabdosargus sarba,Sparidae,Perciformes,Actinopterygii,
Sparus aurata,Sparidae,Perciformes,Actinopterygii,
Acanthopagrus schlegelii,Sparidae,Perciformes,Actinopterygii,
Pagrus auriga,Sparidae,Perciformes,Actinopterygii,
Acanthopagrus latus,Sparidae,Perciformes,Actinopterygii,
Pagellus bogaraveo,Sparidae,Perciformes,Actinopterygii,
Parargyrops edita,Sparidae,Perciformes,Actinopterygii,
Pagrus major,Sparidae,Perciformes,Actinopterygii,
Sphyraena japonica,Sphyraenidae,Perciformes,Actinopterygii,Japanese barracuda
Sphyraena barracuda,Sphyraenidae,Perciformes,Actinopterygii,barracuda
Pampus echinogaster,Stromateidae,Perciformes,Actinopterygii,
Pampus argenteus,Stromateidae,Perciformes,Actinopterygii,silver pomfret
Peprilus triacanthus,Stromateidae,Perciformes,Actinopterygii,butterfish
Pampus punctatissimus,Stromateidae,Perciformes,Actinopterygii,
Pampus sp.,Stromateidae,Perciformes,Actinopterygii,
Scortum barcoo,Terapontidae,Perciformes,Actinopterygii,
Bidyanus bidyanus,Terapontidae,Perciformes,Actinopterygii,
Rhynchopelates oxyrhynchus,Terapontidae,Perciformes,Actinopterygii,
Tetragonurus atlanticus,Tetragonuridae,Perciformes,Actinopterygii,bigeye squaretail
Tetragonurus cuvieri,Tetragonuridae,Perciformes,Actinopterygii,colicuadrado ojito
Toxotes chatareus,Toxotidae,Perciformes,Actinopterygii,archerfish
Aphanopus carbo,Trichiuridae,Perciformes,Actinopterygii,black scabbardfish
Benthodesmus tenuis,Trichiuridae,Perciformes,Actinopterygii,ribbon scabbardfish
Evoxymetopon poeyi,Trichiuridae,Perciformes,Actinopterygii,Poey's scabbardfish
Assurger anzac,Trichiuridae,Perciformes,Actinopterygii,razorback scabbardfish
Trichiurus lepturus,Trichiuridae,Perciformes,Actinopterygii,Atlantic cutlassfish
Trichiurus japonicus,Trichiuridae,Perciformes,Actinopterygii,
Arctoscopus japonicus,Trichodontidae,Perciformes,Actinopterygii,sailfin sandfish
Xiphias gladius,Xiphiidae,Perciformes,Actinopterygii,broadbill
Zanclus cornutus,Zanclidae,Perciformes,Actinopterygii,Moorish idol
Lycodes toyamensis,Zoarcidae,Perciformes,Actinopterygii,
Aphredoderus sayanus,Aphredoderidae,Percopsiformes,Actinopterygii,pirate perch
Percopsis transmontana,Percopsidae,Percopsiformes,Actinopterygii,sand roller
Trinectes maculatus,Achiridae,Pleuronectiformes,Actinopterygii,hogchoker
Achirus lineatus,Achiridae,Pleuronectiformes,Actinopterygii,acedia rayada
Neoachiropsetta milfordi,Achiropsettidae,Pleuronectiformes,Actinopterygii,
Laeops lanceolata,Bothidae,Pleuronectiformes,Actinopterygii,
Crossorhombus kobensis,Bothidae,Pleuronectiformes,Actinopterygii,
Bothus pantherinus,Bothidae,Pleuronectiformes,Actinopterygii,leopard flounder
Arnoglossus polyspilus,Bothidae,Pleuronectiformes,Actinopterygii,
Crossorhombus azureus,Bothidae,Pleuronectiformes,Actinopterygii,
Lepidoblepharon ophthalmolepis,Citharidae,Pleuronectiformes,Actinopterygii,
Citharoides macrolepidotus,Citharidae,Pleuronectiformes,Actinopterygii,
Cynoglossus trigrammus,Cynoglossidae,Pleuronectiformes,Actinopterygii,
Cynoglossus itinus,Cynoglossidae,Pleuronectiformes,Actinopterygii,
Symphurus plagiusa,Cynoglossidae,Pleuronectiformes,Actinopterygii,blackcheek tonguefish
Paraplagusia japonica,Cynoglossidae,Pleuronectiformes,Actinopterygii,black cow-tongue
Cynoglossus lineolatus,Cynoglossidae,Pleuronectiformes,Actinopterygii,
Cynoglossus puncticeps,Cynoglossidae,Pleuronectiformes,Actinopterygii,spotted tonguesole
Paraplagusia blochii,Cynoglossidae,Pleuronectiformes,Actinopterygii,Bloch's tonguesole
Paraplagusia bilineata,Cynoglossidae,Pleuronectiformes,Actinopterygii,rock sole
Cynoglossus bilineatus,Cynoglossidae,Pleuronectiformes,Actinopterygii,fourlin tonguesole
Cynoglossus sinicus,Cynoglossidae,Pleuronectiformes,Actinopterygii,Macao sole
Cynoglossus abbreviatus,Cynoglossidae,Pleuronectiformes,Actinopterygii,smallscaled flatfish
Cynoglossus semilaevis,Cynoglossidae,Pleuronectiformes,Actinopterygii,
Cyclopsetta fimbriata,Paralichthyidae,Pleuronectiformes,Actinopterygii,lenguado aleta sucia
Pseudorhombus cinnamoneus,Paralichthyidae,Pleuronectiformes,Actinopterygii,Japanese tamper
Paralichthys olivaceus,Paralichthyidae,Pleuronectiformes,Actinopterygii,bastard halibut
Pleuronichthys cornutus,Pleuronectidae,Pleuronectiformes,Actinopterygii,neitagarei
Verasper variegatus,Pleuronectidae,Pleuronectiformes,Actinopterygii,hoshigarei
Platichthys stellatus,Pleuronectidae,Pleuronectiformes,Actinopterygii,starry flounder
Hippoglossus stenolepis,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pacific halibut
Reinhardtius hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Greenland halibut
Hippoglossus hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Atlantic halibut
Verasper moseri,Pleuronectidae,Pleuronectiformes,Actinopterygii,barfin flounder
Kareius bicoloratus,Pleuronectidae,Pleuronectiformes,Actinopterygii,ishigarei
Psettodes erumei,Psettodidae,Pleuronectiformes,Actinopterygii,Indian halibut
Pelotretis flavilatus,Rhombosoleidae,Pleuronectiformes,Actinopterygii,New Zealand lemon sole
Peltorhamphus novaezeelandiae,Rhombosoleidae,Pleuronectiformes,Actinopterygii,New Zealand common sole
Colistium nudipinnis,Rhombosoleidae,Pleuronectiformes,Actinopterygii,
Samaris cristatus,Samaridae,Pleuronectiformes,Actinopterygii,crested flounder
Samariscus latus,Samaridae,Pleuronectiformes,Actinopterygii,
Psetta maxima,Scophthalmidae,Pleuronectiformes,Actinopterygii,turbot
Brachirus orientalis,Soleidae,Pleuronectiformes,Actinopterygii,Oriental black sole
Zebrias zebrinus,Soleidae,Pleuronectiformes,Actinopterygii,
Heteromycteris japonicus,Soleidae,Pleuronectiformes,Actinopterygii,bamboo sole
Solea ovata,Soleidae,Pleuronectiformes,Actinopterygii,ovate sole
Aseraggodes kobensis,Soleidae,Pleuronectiformes,Actinopterygii,
Pardachirus pavoninus,Soleidae,Pleuronectiformes,Actinopterygii,peacock sole
Pseudaesopia japonica,Soleidae,Pleuronectiformes,Actinopterygii,Seto sole
Liachirus melanospilos,Soleidae,Pleuronectiformes,Actinopterygii,
Zebrias zebra,Soleidae,Pleuronectiformes,Actinopterygii,shimaushinoshita
Zebrias quagga,Soleidae,Pleuronectiformes,Actinopterygii,zebra sole
Aesopia cornuta,Soleidae,Pleuronectiformes,Actinopterygii,horned sole
Solea senegalensis,Soleidae,Pleuronectiformes,Actinopterygii,
Polymixia lowei,Polymixiidae,Polymixiiformes,Actinopterygii,barbudo
Polymixia japonica,Polymixiidae,Polymixiiformes,Actinopterygii,Japanese beardfish
Polypterus palmas,Polypteridae,Polypteriformes,Actinopterygii,marbled bichir
Polypterus endlicherii,Polypteridae,Polypteriformes,Actinopterygii,saddled bichir
Polypterus weeksii,Polypteridae,Polypteriformes,Actinopterygii,mottled bichir
Polypterus delhezi,Polypteridae,Polypteriformes,Actinopterygii,barred bichir
Polypterus teugelsi,Polypteridae,Polypteriformes,Actinopterygii,
Polypterus retropinnis,Polypteridae,Polypteriformes,Actinopterygii,West African bichir
Polypterus ansorgii,Polypteridae,Polypteriformes,Actinopterygii,
Erpetoichthys calabaricus,Polypteridae,Polypteriformes,Actinopterygii,reedfish
Polypterus senegalus,Polypteridae,Polypteriformes,Actinopterygii,gray bichir
Polypterus ornatipinnis,Polypteridae,Polypteriformes,Actinopterygii,
Cyema atrum,Cyematidae,Saccopharyngiformes,Actinopterygii,deepwater eel
Eurypharynx pelecanoides,Eurypharyngidae,Saccopharyngiformes,Actinopterygii,gulper eel
Monognathus jesperseni,Monognathidae,Saccopharyngiformes,Actinopterygii,
Saccopharynx lavenbergi,Saccopharyngidae,Saccopharyngiformes,Actinopterygii,
Oncorhynchus mykiss,Salmonidae,Salmoniformes,Actinopterygii,rainbow trout
Coregonus ussuriensis,Salmonidae,Salmoniformes,Actinopterygii,
Hucho hucho,Salmonidae,Salmoniformes,Actinopterygii,Danube salmon
Coregonus peled,Salmonidae,Salmoniformes,Actinopterygii,peled
Parahucho perryi,Salmonidae,Salmoniformes,Actinopterygii,
Brachymystax tumensis,Salmonidae,Salmoniformes,Actinopterygii,
Salvelinus curilus,Salmonidae,Salmoniformes,Actinopterygii,
Salmo trutta,Salmonidae,Salmoniformes,Actinopterygii,brown trout
Brachymystax lenok,Salmonidae,Salmoniformes,Actinopterygii,
Brachymystax lenok,Salmonidae,Salmoniformes,Actinopterygii,
Thymallus grubii,Salmonidae,Salmoniformes,Actinopterygii,Amur grayling
Salvelinus leucomaenis,Salmonidae,Salmoniformes,Actinopterygii,
Coregonus oxyrinchus,Salmonidae,Salmoniformes,Actinopterygii,
Prosopium cylindraceum,Salmonidae,Salmoniformes,Actinopterygii,menomini rond
Prosopium williamsoni,Salmonidae,Salmoniformes,Actinopterygii,mountain whitefish
Coregonus clupeaformis,Salmonidae,Salmoniformes,Actinopterygii,grand coregone
Stenodus leucichthys,Salmonidae,Salmoniformes,Actinopterygii,inconnu
Coregonus nasus,Salmonidae,Salmoniformes,Actinopterygii,broad whitefish
Oncorhynchus keta,Salmonidae,Salmoniformes,Actinopterygii,chum salmon
Hucho taimen,Salmonidae,Salmoniformes,Actinopterygii,
Hucho bleekeri,Salmonidae,Salmoniformes,Actinopterygii,
Thymallus arcticus,Salmonidae,Salmoniformes,Actinopterygii,Arctic grayling
Thymallus thymallus,Salmonidae,Salmoniformes,Actinopterygii,European grayling
Oncorhynchus clarkii,Salmonidae,Salmoniformes,Actinopterygii,cutthroat trout
Salvelinus alpinus,Salmonidae,Salmoniformes,Actinopterygii,Arctic char
Salvelinus fontinalis,Salmonidae,Salmoniformes,Actinopterygii,aurora trout
Salmo salar,Salmonidae,Salmoniformes,Actinopterygii,Atlantic salmon
Oncorhynchus mykiss,Salmonidae,Salmoniformes,Actinopterygii,rainbow trout
Oncorhynchus gorbuscha,Salmonidae,Salmoniformes,Actinopterygii,humpback
Salmo trutta,Salmonidae,Salmoniformes,Actinopterygii,brown trout
Oncorhynchus masou,Salmonidae,Salmoniformes,Actinopterygii,cherry salmon
Oncorhynchus kisutch,Salmonidae,Salmoniformes,Actinopterygii,coho salmon
Oncorhynchus masou,Salmonidae,Salmoniformes,Actinopterygii,cherry salmon
Oncorhynchus masou,Salmonidae,Salmoniformes,Actinopterygii,cherry salmon
Oncorhynchus masou,Salmonidae,Salmoniformes,Actinopterygii,cherry salmon
Oncorhynchus nerka,Salmonidae,Salmoniformes,Actinopterygii,blueback salmon
Oncorhynchus tshawytscha,Salmonidae,Salmoniformes,Actinopterygii,Chinook salmon
Coregonus lavaretus,Salmonidae,Salmoniformes,Actinopterygii,powan
Erilepis zonifer,Anoplopomatidae,Scorpaeniformes,Actinopterygii,skilfish
Anoplopoma fimbria,Anoplopomatidae,Scorpaeniformes,Actinopterygii,bacalao negro
Cottus czerskii,Cottidae,Scorpaeniformes,Actinopterygii,
Cottus dzungaricus,Cottidae,Scorpaeniformes,Actinopterygii,Miller's thumbs
Cottus hangiongensis,Cottidae,Scorpaeniformes,Actinopterygii,
Mesocottus haitej,Cottidae,Scorpaeniformes,Actinopterygii,
Enophrys diceraus,Cottidae,Scorpaeniformes,Actinopterygii,antlered sculpin
Cottus poecilopus,Cottidae,Scorpaeniformes,Actinopterygii,alpine bullhead
Trachidermus fasciatus,Cottidae,Scorpaeniformes,Actinopterygii,
Clinocottus analis,Cottidae,Scorpaeniformes,Actinopterygii,charrasco lanudo
Cottus reinii,Cottidae,Scorpaeniformes,Actinopterygii,
Aptocyclus ventricosus,Cyclopteridae,Scorpaeniformes,Actinopterygii,smooth lumpsucker
Dactyloptena orientalis,Dactylopteridae,Scorpaeniformes,Actinopterygii,purple flying gurnard
Dactyloptena tiltoni,Dactylopteridae,Scorpaeniformes,Actinopterygii,
Dactyloptena peterseni,Dactylopteridae,Scorpaeniformes,Actinopterygii,
Hexagrammos otakii,Hexagrammidae,Scorpaeniformes,Actinopterygii,
Hexagrammos lagocephalus,Hexagrammidae,Scorpaeniformes,Actinopterygii,rock greenling
Ophiodon elongatus,Hexagrammidae,Scorpaeniformes,Actinopterygii,lingcod
Pleurogrammus monopterygius,Hexagrammidae,Scorpaeniformes,Actinopterygii,Atka mackerel
Pleurogrammus azonus,Hexagrammidae,Scorpaeniformes,Actinopterygii,
Hexagrammos agrammus,Hexagrammidae,Scorpaeniformes,Actinopterygii,
Platycephalus indicus,Platycephalidae,Scorpaeniformes,Actinopterygii,bartail flathead
Synanceia verrucosa,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Sebastes longispinis,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Sebastes owstoni,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Pterois volitans,Scorpaenidae,Scorpaeniformes,Actinopterygii,firefish
Pterois miles,Scorpaenidae,Scorpaeniformes,Actinopterygii,Miles' firefish
Sebastes oblongus,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Sebastes inermis,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Sebastes koreanus,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Helicolenus avius,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Sebastiscus marmoratus,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Sebastes schlegelii,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Helicolenus hilgendorfi,Scorpaenidae,Scorpaeniformes,Actinopterygii,
Atractosteus tropicus,Lepisosteidae,Semionotiformes,Actinopterygii,pejelagarto
Lepisosteus oculatus,Lepisosteidae,Semionotiformes,Actinopterygii,catan pinto
Lepisosteus spatula,Lepisosteidae,Semionotiformes,Actinopterygii,alligator gar
Lepisosteus osseus,Lepisosteidae,Semionotiformes,Actinopterygii,catan aguja
Liobagrus mediadiposalis,Amblycipitidae,Siluriformes,Actinopterygii,
Liobagrus marginatus,Amblycipitidae,Siluriformes,Actinopterygii,
Liobagrus marginatoides,Amblycipitidae,Siluriformes,Actinopterygii,
Liobagrus kingi,Amblycipitidae,Siluriformes,Actinopterygii,
Liobagrus nigricauda,Amblycipitidae,Siluriformes,Actinopterygii,
Liobagrus anguillicauda,Amblycipitidae,Siluriformes,Actinopterygii,
Liobagrus obesus,Amblycipitidae,Siluriformes,Actinopterygii,
Bunocephalus coracoideus,Aspredinidae,Siluriformes,Actinopterygii,
Ageneiosus pardalis,Auchenipteridae,Siluriformes,Actinopterygii,
Pseudobagrus truncatus,Bagridae,Siluriformes,Actinopterygii,
Pseudobagrus brevicaudatus,Bagridae,Siluriformes,Actinopterygii,
Pseudobagrus emarginatus,Bagridae,Siluriformes,Actinopterygii,
Hemibagrus wyckioides,Bagridae,Siluriformes,Actinopterygii,
Hemibagrus nemurus,Bagridae,Siluriformes,Actinopterygii,
Hemibagrus guttatus,Bagridae,Siluriformes,Actinopterygii,
Rita rita,Bagridae,Siluriformes,Actinopterygii,
Mystus rhegma,Bagridae,Siluriformes,Actinopterygii,
Hemibagrus spilopterus,Bagridae,Siluriformes,Actinopterygii,
Pseudobagrus ussuriensis,Bagridae,Siluriformes,Actinopterygii,
Pseudobagrus albomarginatus,Bagridae,Siluriformes,Actinopterygii,
Pseudobagrus ondon,Bagridae,Siluriformes,Actinopterygii,
Pseudobagrus trilineatus,Bagridae,Siluriformes,Actinopterygii,
Leiocassis crassilabris,Bagridae,Siluriformes,Actinopterygii,
Pelteobagrus eupogon,Bagridae,Siluriformes,Actinopterygii,
Hemibagrus macropterus,Bagridae,Siluriformes,Actinopterygii,
Pelteobagrus vachellii,Bagridae,Siluriformes,Actinopterygii,
Pelteobagrus nitidus,Bagridae,Siluriformes,Actinopterygii,
Pelteobagrus fulvidraco,Bagridae,Siluriformes,Actinopterygii,
Auchenoglanis occidentalis,Bagridae,Siluriformes,Actinopterygii,
Pseudobagrus brevicorpus,Bagridae,Siluriformes,Actinopterygii,
Leiocassis longirostris,Bagridae,Siluriformes,Actinopterygii,
Pseudobagrus tokiensis,Bagridae,Siluriformes,Actinopterygii,
Corydoras rabauti,Callichthyidae,Siluriformes,Actinopterygii,Rabaut's corydoras
Clarias batrachus,Clariidae,Siluriformes,Actinopterygii,clarias catfish
Clarias fuscus,Clariidae,Siluriformes,Actinopterygii,whitespotted clarias
Cranoglanis bouderius,Cranoglanididae,Siluriformes,Actinopterygii,
Diplomystes nahuelbutaensis,Diplomystidae,Siluriformes,Actinopterygii,
Platydoras armatulus,Doradidae,Siluriformes,Actinopterygii,southern striped Raphael
